"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1","A0A2R8Y7D0","TINCR","1",2135,3,2.19406978603229,"AF-A0A2R8Y7D0-F1-model_v4","A0A2R8Y7D0-F1",0.322,0.379,0,77.317117948718
"2","A0AVF1","IFT56","1",0,1,1.14851389342339,"AF-A0AVF1-F1-model_v4","A0AVF1-F1",0.226,0.217,0,91.2754913678619
"3","A0AVK6","E2F8","1",0,1,4.54688544621318,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.187,0.562,1,53.6931614756577
"4","A1L190","SYCE3","1",0,2,1.54151990315987,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633
"5","A4D1S5","RAB19","1",0,1,2.09768750229871,"AF-A4D1S5-F1-model_v4","A4D1S5-F1",0.119,0.372,0,84.7372653061225
"6","A4GXA9","EME2","1",3201,7,1.2544550147111,"AF-A4GXA9-F1-model_v4","A4GXA9-F1",0.37,0.937,1,80.9574421815671
"7","A4QMS7","CFAP90","1",0,1,1.56567994906964,"AF-A4QMS7-F1-model_v4","A4QMS7-F1",0.256,0.204,0,75.3620233139051
"8","A8K979","ERI2","1",0,1,1.00148100755464,"AF-A8K979-F1-model_v4","A8K979-F1",0.198,0.543,1,59.5233548268239
"9","A8MQ03","CYSRT1","20",0,1,1.84255033763518,"AF-A8MQ03-F1-model_v4","A8MQ03-F1",0.213,0.308,0,55.8977620396601
"10","A8MT69","CENPX","1",16500,14,1.70160568293649,"AF-A8MT69-F1-model_v4","A8MT69-F1",0.337,0.313,0,93.9695873015873
"11","A8MYZ6","FOXO6","1",0,1,1.77193174518579,"AF-A8MYZ6-F1-model_v4","A8MYZ6-F1",0.052,0.03,0,58.1871031968592
"12","A9QM74","KPNA7","1",0,2,1.89833533610469,"AF-A9QM74-F1-model_v4","A9QM74-F1",0.185,0.397,0,85.3285657071339
"13","B1AK53","ESPN","1",1862,3,1.24523395660143,"AF-B1AK53-F1-model_v4","B1AK53-F1",0.114,0.144,0,68.309967416602
"14","B4DS77","SHISA9","1",7418,3,2.49610586519718,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.291,0.987,1,56.9548785670917
"15","D6RGH6","MCIDAS","1",0,1,2.96989198925524,"AF-D6RGH6-F1-model_v4","D6RGH6-F1",0.198,0.536,1,63.5375025623505
"16","H3BMG3","SMKR1","1",0,1,2.43645288983226,"AF-H3BMG3-F1-model_v4","H3BMG3-F1",0.229,0.43,1,70.6435470941884
"17","K7EJ46","SMIM22","45",0,1,2.26011989189,"AF-K7EJ46-F1-model_v4","K7EJ46-F1",0.255,0.386,0,75.8180834621329
"18","O00115","DNASE2","1",1253,7,1.22306283431131,"AF-O00115-F1-model_v4","O00115-F1",0.356,0.402,1,91.58797282803
"19","O00148","DDX39A","1",1068,2,1.61019334909546,"AF-O00148-F1-model_v4","O00148-F1",0.263,0.142,0,85.2259489262914
"20","O00154","ACOT7","4",0,1,1.58900180112698,"AF-O00154-F1-model_v4","O00154-F1",0.303,0.96,1,84.9933880903491
"21","O00180","KCNK1","33",0,2,2.16217499748535,"AF-O00180-F1-model_v4","O00180-F1",0.38,0.943,2,83.7794213649852
"22","O00212","RHOD","1",2408,5,1.03786232537305,"AF-O00212-F1-model_v4","O00212-F1",0.14,0.627,1,89.3291135397693
"23","O00222","GRM8","29",0,1,3.55845668097424,"AF-O00222-F1-model_v4","O00222-F1",0.162,0.921,2,84.3809931458945
"24","O00231","PSMD11","1",8450,4,1.2744852229927,"AF-O00231-F1-model_v4","O00231-F1",0.179,0.758,1,83.2228335832084
"25","O00232","PSMD12","1",2222,3,1.51160259047335,"AF-O00232-F1-model_v4","O00232-F1",0.32,0.135,0,79.0830677828787
"26","O00238","BMPR1B","1",4260,2,3.30832449089605,"AF-O00238-F1-model_v4","O00238-F1",0.206,0.225,0,85.1282622868606
"27","O00255","MEN1","1",2105,3,1.04555678410651,"AF-O00255-F1-model_v4","O00255-F1",0.163,0.531,1,84.6476719466444
"28","O00257","CBX4","1",2965,12,2.18110019534011,"AF-O00257-F1-model_v4","O00257-F1",0.098,0.621,1,54.7085965317919
"29","O00311","CDC7","1",1068,2,2.46385239114289,"AF-O00311-F1-model_v4","O00311-F1",0.307,0.427,1,72.3620397232761
"30","O00444","PLK4","1",3200,4,2.43926730193888,"AF-O00444-F1-model_v4","O00444-F1",0.133,0.199,0,66.9229360313316
"31","O00487","PSMD14","1",26375,4,1.45066654213523,"AF-O00487-F1-model_v4","O00487-F1",0.245,0.409,1,82.5457172385283
"32","O00716","E2F3","1",0,3,1.12111508934423,"AF-O00716-F1-model_v4","O00716-F1",0.034,0.462,1,61.4124804177546
"33","O00762","UBE2C","1",5328,6,5.10172153065471,"AF-O00762-F1-model_v4","O00762-F1",0.355,0.286,0,89.6987066473989
"34","O14524","NEMP1","1",3096,3,1.01272052110841,"AF-O14524-F1-model_v4","O14524-F1",0.29,0.775,2,77.1144248035915
"35","O14561","NDUFAB1","1",4260,7,1.05244122850627,"AF-O14561-F1-model_v4","O14561-F1",0.201,0.107,0,78.7476272577997
"36","O14562","UBFD1","1",0,2,1.10691062038246,"AF-O14562-F1-model_v4","O14562-F1",0.261,0.121,0,71.6619427839453
"37","O14578","CIT","1",0,1,2.44825444623908,"AF-O14578-F1-model_v4","O14578-F1",0.129,0.882,1,70.152782431933
"38","O14625","CXCL11","1",12279,5,2.86515918817721,"AF-O14625-F1-model_v4","O14625-F1",0.353,0.178,0,77.9241944444444
"39","O14745","NHERF1","1",5232,4,2.9343451405932,"AF-O14745-F1-model_v4","O14745-F1",0.202,0.212,0,72.4747214076246
"40","O14746","TERT","1",0,5,2.32564873228908,"AF-O14746-F1-model_v4","O14746-F1",0.201,0.276,0,80.6513165829146
"41","O14756","HSD17B6","1",0,1,3.76133869219957,"AF-O14756-F1-model_v4","O14756-F1",0.374,0.79,1,95.5339114974318
"42","O14757","CHEK1","1",95,7,2.44370511961877,"AF-O14757-F1-model_v4","O14757-F1",0.067,0.732,1,78.1344110733873
"43","O14764","GABRD","1",0,1,3.40521808838965,"AF-O14764-F1-model_v4","O14764-F1",0.442,0.676,3,80.2010523369717
"44","O14777","NDC80","1",173,3,3.91683320862804,"AF-O14777-F1-model_v4","O14777-F1",0.161,0.532,2,78.6095798805165
"45","O14788","TNFSF11","1",0,1,1.48594989199296,"AF-O14788-F1-model_v4","O14788-F1",0.35,0.321,0,79.7949520383693
"46","O14818","PSMA7","1",0,1,1.05105175378615,"AF-O14818-F1-model_v4","O14818-F1",0.215,0.067,0,93.866613972463
"47","O14917","PCDH17","1",1068,2,1.64273332267965,"AF-O14917-F1-model_v4","O14917-F1",0.277,0.508,1,68.154847082722
"48","O14933","UBE2L6","1",0,5,1.31701036325709,"AF-O14933-F1-model_v4","O14933-F1",0.26,0.451,1,95.981488
"49","O14965","AURKA","1",2135,8,4.08561678551101,"AF-O14965-F1-model_v4","O14965-F1",0.139,0.431,1,75.9057868649318
"50","O14967","CLGN","1",0,1,2.81895947505136,"AF-O14967-F1-model_v4","O14967-F1",0.206,0.402,1,76.202699473471
"51","O14975","SLC27A2","1",0,1,1.99777158288935,"AF-O14975-F1-model_v4","O14975-F1",0.206,0.925,1,92.7394009681323
"52","O14977","AZIN1","1",2134,2,1.21131989045018,"AF-O14977-F1-model_v4","O14977-F1",0.237,0.441,1,88.2212934751365
"53","O15116","LSM1","1",0,1,1.00390786340945,"AF-O15116-F1-model_v4","O15116-F1",0.241,0.403,1,88.934606741573
"54","O15145","ARPC3","1",1068,2,1.04233804766173,"AF-O15145-F1-model_v4","O15145-F1",0.224,0.541,1,95.2343698060942
"55","O15232","MATN3","1",3198,2,2.71362205289855,"AF-O15232-F1-model_v4","O15232-F1",0.264,0.62,1,78.4606536479523
"56","O15235","MRPS12","1",502,3,1.18293678063654,"AF-O15235-F1-model_v4","O15235-F1",0.312,0.667,1,87.3524056603774
"57","O15360","FANCA","1",0,2,2.17737877330006,"AF-O15360-F1-model_v4","O15360-F1",0.135,0.707,1,74.565869508254
"58","O15381","NVL","1",0,1,1.75723223350538,"AF-O15381-F1-model_v4","O15381-F1",0.201,0.885,3,72.1711012620192
"59","O15391","YY2","1",1068,6,1.0558115783795,"AF-O15391-F1-model_v4","O15391-F1",0.147,0.408,1,53.2603862068965
"60","O15399","GRIN2D","1",187,6,1.36372767488978,"AF-O15399-F1-model_v4","O15399-F1",0.143,0.846,4,64.0020888757513
"61","O15440","ABCC5","1",0,1,1.29029135768092,"AF-O15440-F1-model_v4","O15440-F1",0.124,0.966,5,78.27627612469
"62","O15446","POLR1G","1",0,2,1.34707169136564,"AF-O15446-F1-model_v4","O15446-F1",0.31,0.222,0,56.2195328315598
"63","O15528","CYP27B1","1",0,1,1.33972893950773,"AF-O15528-F1-model_v4","O15528-F1",0.246,0.947,1,86.7373639327815
"64","O43156","TTI1","1",0,2,1.06373766228809,"AF-O43156-F1-model_v4","O43156-F1",0.12,0.5,1,80.8987103544776
"65","O43184","ADAM12","1",0,1,1.42350454684375,"AF-O43184-F1-model_v4","O43184-F1",0.156,0.978,1,71.6607918942225
"66","O43242","PSMD3","1",0,2,1.40287544219533,"AF-O43242-F1-model_v4","O43242-F1",0.208,0.219,0,73.4898509548207
"67","O43255","SIAH2","1",3198,2,1.88439992838073,"AF-O43255-F1-model_v4","O43255-F1",0.279,0.336,0,85.6233664185277
"68","O43324","EEF1E1","1",0,1,1.0360808357323,"AF-O43324-F1-model_v4","O43324-F1",0.188,0.076,0,92.5224482512491
"69","O43353","RIPK2","1",0,1,1.28116369644287,"AF-O43353-F1-model_v4","O43353-F1",0.078,0.297,0,76.8018236799256
"70","O43379","WDR62","1",0,1,3.27106167699192,"AF-O43379-F1-model_v4","O43379-F1",0.113,0.807,2,61.3650231402125
"71","O43427","FIBP","1",1068,2,1.07187538702392,"AF-O43427-F1-model_v4","O43427-F1",0.255,0.132,0,92.4821566632757
"72","O43482","OIP5","1",1117,16,2.84612654933843,"AF-O43482-F1-model_v4","O43482-F1",0.193,0.324,0,76.3264083285136
"73","O43502","RAD51C","1",2934,7,1.02300413365651,"AF-O43502-F1-model_v4","O43502-F1",0.11,0.104,0,84.451496116177
"74","O43543","XRCC2","1",0,7,2.50877666346756,"AF-O43543-F1-model_v4","O43543-F1",0.516,0.659,1,87.09828125
"75","O43592","XPOT","1",0,1,1.1249641320412,"AF-O43592-F1-model_v4","O43592-F1",0.302,0.839,2,91.6262762101993
"76","O43663","PRC1","1",0,2,1.58973770028102,"AF-O43663-F1-model_v4","O43663-F1",0.226,0.975,2,80.1142706257473
"77","O43683","BUB1","1",4265,5,4.44364472657424,"AF-O43683-F1-model_v4","O43683-F1",0.115,0.403,1,64.124272589836
"78","O43684","BUB3","1",0,3,1.43448183825367,"AF-O43684-F1-model_v4","O43684-F1",0.521,0.372,0,96.402378585086
"79","O43731","KDELR3","1",7738,7,1.07393232820315,"AF-O43731-F1-model_v4","O43731-F1",0.328,0.55,1,91.5484011299435
"80","O43761","SYNGR3","1",0,1,2.76420828595419,"AF-O43761-F1-model_v4","O43761-F1",0.202,0.389,0,80.7308688147296
"81","O60216","RAD21","1",84757,13,1.65605481701452,"AF-O60216-F1-model_v4","O60216-F1",0.086,0.131,0,61.2961923688394
"82","O60241","ADGRB2","1",1068,2,1.55495298741349,"AF-O60241-F1-model_v4","O60241-F1",0.181,0.877,1,60.7617344240621
"83","O60244","MED14","1",28689,6,1.04695380449849,"AF-O60244-F1-model_v4","O60244-F1",0.2,0.681,1,73.8595959237926
"84","O60282","KIF5C","1",10077,10,1.10254967561837,"AF-O60282-F1-model_v4","O60282-F1",0.247,0.744,2,79.6137369655892
"85","O60512","B4GALT3","1",3247,3,1.33466962938394,"AF-O60512-F1-model_v4","O60512-F1",0.071,0.75,3,88.7241032258064
"86","O60548","FOXD2","1",0,1,2.517202662545,"AF-O60548-F1-model_v4","O60548-F1",0.405,0.507,1,55.8822884559465
"87","O60566","BUB1B","1",2676,7,3.99804930867081,"AF-O60566-F1-model_v4","O60566-F1",0.211,0.846,2,64.7205771748185
"88","O60635","TSPAN1","43",0,1,2.10668500320541,"AF-O60635-F1-model_v4","O60635-F1",0.125,0.951,1,88.547891598916
"89","O60671","RAD1","1",4723,10,1.07767162194604,"AF-O60671-F1-model_v4","O60671-F1",0.455,0.742,2,89.0795823978446
"90","O60701","UGDH","27",0,1,1.23440724217716,"AF-O60701-F1-model_v4","O60701-F1",0.201,0.894,1,93.7363977243341
"91","O60762","DPM1","23",0,1,1.01677341798406,"AF-O60762-F1-model_v4","O60762-F1",0.089,0.901,1,88.2832822966507
"92","O60779","SLC19A2","43",0,1,1.3662932776134,"AF-O60779-F1-model_v4","O60779-F1",0.108,0.955,1,81.2796728852543
"93","O60814","H2BC12","1",16636,13,2.28377686930718,"AF-O60814-F1-model_v4","O60814-F1",0.241,0.937,1,88.0577868852459
"94","O60830","TIMM17B","1",202,3,1.17747170919393,"AF-O60830-F1-model_v4","O60830-F1",0.351,0.728,1,81.5055754276827
"95","O60934","NBN","1",4365,14,1.09641670413205,"AF-O60934-F1-model_v4","O60934-F1",0.117,0.94,1,63.4516876363026
"96","O75031","HSF2BP","1",0,1,1.36014714863314,"AF-O75031-F1-model_v4","O75031-F1",0.369,0.775,1,91.0368373151308
"97","O75061","DNAJC6","1",0,1,1.06611715303747,"AF-O75061-F1-model_v4","O75061-F1",0.084,0.683,2,64.3611262604744
"98","O75145","PPFIA3","1",3162,2,1.14875639589172,"AF-O75145-F1-model_v4","O75145-F1",0.306,0.764,3,69.9298802779262
"99","O75173","ADAMTS4","1",0,1,1.21227186958032,"AF-O75173-F1-model_v4","O75173-F1",0.099,0.83,1,80.0895213270142
"100","O75306","NDUFS2","1",9242,5,1.0672328176348,"AF-O75306-F1-model_v4","O75306-F1",0.421,0.355,0,89.0807357316743
"101","O75330","HMMR","1",0,1,4.18281085011007,"AF-O75330-F1-model_v4","O75330-F1",0.192,0.886,2,76.1048990670059
"102","O75362","ZNF217","1",54515,7,1.02731544142113,"AF-O75362-F1-model_v4","O75362-F1",0.09,0.045,0,50.347349591483
"103","O75367","MACROH2A1","1",21637,5,1.51459399806752,"AF-O75367-F1-model_v4","O75367-F1",0.125,0.58,1,82.9274192390524
"104","O75417","POLQ","1",0,2,3.51726970056889,"AF-O75417-F1-model_v4","O75417-F1",0.145,0.686,2,59.4862674012494
"105","O75419","CDC45","1",2135,3,3.82223246367072,"AF-O75419-F1-model_v4","O75419-F1",0.323,0.926,1,92.8874267100977
"106","O75531","BANF1","1",1068,2,1.00924878234391,"AF-O75531-F1-model_v4","O75531-F1",0.378,0.131,0,96.875304964539
"107","O75674","TOM1L1","1",0,1,1.47866096838805,"AF-O75674-F1-model_v4","O75674-F1",0.33,0.301,0,67.8945149153453
"108","O75694","NUP155","1",0,2,1.37171411236731,"AF-O75694-F1-model_v4","O75694-F1",0.169,0.624,2,83.8223181359508
"109","O75717","WDHD1","1",653,3,1.73202104658127,"AF-O75717-F1-model_v4","O75717-F1",0.21,0.575,1,74.3476551724138
"110","O75783","RHBDL1","1",0,1,1.36817390252573,"AF-O75783-F1-model_v4","O75783-F1",0.158,0.51,2,72.5054291593181
"111","O75817","POP7","1",0,2,1.08210761147947,"AF-O75817-F1-model_v4","O75817-F1",0.172,0.389,0,82.5957688808007
"112","O94761","RECQL4","1",47414,10,2.99429292770922,"AF-O94761-F1-model_v4","O94761-F1",0.125,0.793,1,69.0309568099209
"113","O94855","SEC24D","1",907,3,1.33025699176847,"AF-O94855-F1-model_v4","O94855-F1",0.184,0.669,1,83.3263732660782
"114","O94972","TRIM37","1",1068,5,1.26333530902646,"AF-O94972-F1-model_v4","O94972-F1",0.095,0.948,2,64.6140289009678
"115","O95049","TJP3","1",214,2,1.79842416831683,"AF-O95049-F1-model_v4","O95049-F1",0.077,0.88,2,66.5840854341737
"116","O95067","CCNB2","1",1065,2,3.81694796479175,"AF-O95067-F1-model_v4","O95067-F1",0.089,0.073,0,80.3833301857098
"117","O95180","CACNA1H","1",2132,3,1.74804523809412,"AF-O95180-F1-model_v4","O95180-F1",0.271,0.999,4,58.8297794480715
"118","O95196","CSPG5","1",0,1,1.26591838511506,"AF-O95196-F1-model_v4","O95196-F1",0.073,0.686,1,52.8866974869606
"119","O95229","ZWINT","1",2135,3,3.4838434450063,"AF-O95229-F1-model_v4","O95229-F1",0.268,0.32,0,79.4582673942701
"120","O95235","KIF20A","1",13874,9,4.52026928429752,"AF-O95235-F1-model_v4","O95235-F1",0.333,0.814,3,67.3045557924662
"121","O95238","SPDEF","34",0,1,1.65048774356169,"AF-O95238-F1-model_v4","O95238-F1",0.087,0.614,1,71.2215550510783
"122","O95239","KIF4A","1",0,2,5.0276367208536,"AF-O95239-F1-model_v4","O95239-F1",0.244,0.668,3,72.1712231759657
"123","O95347","SMC2","1",114257,11,1.10075683690662,"AF-O95347-F1-model_v4","O95347-F1",0.347,0.638,3,83.097965745508
"124","O95388","CCN4","1",0,1,3.51576570104495,"AF-O95388-F1-model_v4","O95388-F1",0.174,0.57,2,77.1048894436519
"125","O95470","SGPL1","1",9537,3,1.14909208769293,"AF-O95470-F1-model_v4","O95470-F1",0.29,0.608,1,91.8795503355705
"126","O95471","CLDN7","1",3086,2,1.5019892727981,"AF-O95471-F1-model_v4","O95471-F1",0.254,0.152,0,82.249462571977
"127","O95500","CLDN14","1",2236,3,2.07884038432363,"AF-O95500-F1-model_v4","O95500-F1",0.26,0.541,1,81.0835333333333
"128","O95563","MPC2","1",0,1,1.11406849741201,"AF-O95563-F1-model_v4","O95563-F1",0.417,0.378,0,89.6087413280476
"129","O95670","ATP6V1G2","1",1069,3,1.06292795146251,"AF-O95670-F1-model_v4","O95670-F1",0.424,0.319,0,94.193
"130","O95716","RAB3D","1",19,2,1.48062637160901,"AF-O95716-F1-model_v4","O95716-F1",0.185,0.662,2,85.1536789689514
"131","O95749","GGPS1","1",0,1,1.23621497319661,"AF-O95749-F1-model_v4","O95749-F1",0.196,0.503,2,94.4221698496546
"132","O95864","FADS2","1",0,1,2.16982567956784,"AF-O95864-F1-model_v4","O95864-F1",0.389,0.87,2,95.2437691686844
"133","O95994","AGR2","1",24448,14,2.41636617019993,"AF-O95994-F1-model_v4","O95994-F1",0.263,0.901,1,87.4194598436389
"134","O95997","PTTG1","1",3718,5,3.80454780319612,"AF-O95997-F1-model_v4","O95997-F1",0.339,0.504,1,64.5439896707553
"135","O96008","TOMM40","1",1068,2,1.14594092834767,"AF-O96008-F1-model_v4","O96008-F1",0.02,0.551,1,80.2586614173228
"136","O96013","PAK4","1",0,1,1.05836012397936,"AF-O96013-F1-model_v4","O96013-F1",0.328,0.879,1,70.7540878828229
"137","O96017","CHEK2","1",4250,3,1.01488119761377,"AF-O96017-F1-model_v4","O96017-F1",0.139,0.855,1,77.5916931340495
"138","O96019","ACTL6A","1",7142,8,1.20006439286168,"AF-O96019-F1-model_v4","O96019-F1",0.086,0.927,1,92.0625698827773
"139","O96020","CCNE2","1",10439,5,3.36843868712832,"AF-O96020-F1-model_v4","O96020-F1",0.296,0.527,1,77.7639902676399
"140","O96028","NSD2","1",0,2,1.29690644205082,"AF-O96028-F1-model_v4","O96028-F1",0.106,0.389,0,66.0472810064783
"141","P00390","GSR","21",0,1,1.28611878823846,"AF-P00390-F1-model_v4","P00390-F1",0.076,0.522,1,91.7345019011407
"142","P00492","HPRT1","1",0,1,1.53412488574863,"AF-P00492-F1-model_v4","P00492-F1",0.403,0.209,0,92.7706604866744
"143","P00505","GOT2","1",2134,3,1.08068038546615,"AF-P00505-F1-model_v4","P00505-F1",0.306,0.6,1,94.7513602391629
"144","P00558","PGK1","1",1385,3,1.23537849069693,"AF-P00558-F1-model_v4","P00558-F1",0.232,0.84,1,96.6292288
"145","P00748","F12","1",0,4,2.74970825514255,"AF-P00748-F1-model_v4","P00748-F1",0.08,0.51,1,76.2485143097643
"146","P00749","PLAU","1",7077,7,1.19997733123507,"AF-P00749-F1-model_v4","P00749-F1",0.414,0.626,1,82.3034746760895
"147","P00973","OAS1","1",4261,3,1.58509392117527,"AF-P00973-F1-model_v4","P00973-F1",0.31,0.455,1,84.2137788728057
"148","P01116","KRAS","1",1242,3,1.1664089787891,"AF-P01116-F1-model_v4","P01116-F1",0.125,0.772,1,92.2809756097561
"149","P01266","TG","1",1068,2,1.59043298956641,"AF-P01266-F7-model_v4","P01266-F7",0.164,0.417,1,76.2778023407022
"150","P01266","TG","1",1068,2,1.59043298956641,"AF-P01266-F6-model_v4","P01266-F6",0.138,0.601,1,76.220442866486
"151","P01266","TG","1",1068,2,1.59043298956641,"AF-P01266-F4-model_v4","P01266-F4",0.065,0.871,1,75.3282634897089
"152","P01266","TG","1",1068,2,1.59043298956641,"AF-P01266-F1-model_v4","P01266-F1",0.274,0.977,2,72.4222430683919
"153","P01266","TG","1",1068,2,1.59043298956641,"AF-P01266-F5-model_v4","P01266-F5",0.116,0.831,3,73.0213405124397
"154","P01266","TG","1",1068,2,1.59043298956641,"AF-P01266-F8-model_v4","P01266-F8",0.158,0.221,0,76.0599839076108
"155","P01266","TG","1",1068,2,1.59043298956641,"AF-P01266-F3-model_v4","P01266-F3",0.396,0.886,1,73.2860578088578
"156","P01266","TG","1",1068,2,1.59043298956641,"AF-P01266-F2-model_v4","P01266-F2",0.254,0.908,1,73.1602332469456
"157","P01374","LTA","1",0,1,1.03210369408444,"AF-P01374-F1-model_v4","P01374-F1",0.359,0.311,0,84.115329531052
"158","P01588","EPO","1",0,1,3.47342321367207,"AF-P01588-F1-model_v4","P01588-F1",0.238,0.608,1,87.0569713142095
"159","P02144","MB","1",0,1,1.86103282839428,"AF-P02144-F1-model_v4","P02144-F1",0.044,0.279,0,97.1770107349298
"160","P02452","COL1A1","1",3641,2,2.43010652314824,"AF-P02452-F1-model_v4","P02452-F1",0.288,0.383,0,54.6859670992132
