1	3109	0.0279212
2686	3109	0.0279212
39	3110	0.0195598
1214	3110	0.0195598
1716	3111	0.0158093
3110	3111	0.0158093
296	3112	0.0123835
1202	3112	0.0123835
2967	3113	0.123648
2635	3113	0.123648
171	3114	0.055216
2231	3114	0.055216
3113	3115	0.0467123
3114	3115	0.0467123
1388	3116	0.238657
1838	3116	0.238657
648	3117	0.0124769
2395	3117	0.0124769
2150	3118	0.170065
1672	3118	0.170065
1229	3119	0.0574587
337	3119	0.0574587
3119	3120	0.0422926
2716	3120	0.0422926
1705	3121	0.0416497
3120	3121	0.0416497
1730	3122	0.0681658
124	3122	0.0681658
2304	3123	0.0933629
530	3123	0.0933629
3123	3124	0.0389386
63	3124	0.0389386
2136	3125	0.0325518
3124	3125	0.0325518
492	3126	0.0237453
2223	3126	0.0237453
3125	3127	0.0204119
3126	3127	0.0204119
3127	3128	0.0142263
1961	3128	0.0142263
2269	3129	0.0309056
1758	3129	0.0309056
1353	3130	0.0264323
3129	3130	0.0264323
156	3131	0.0185858
1940	3131	0.0185858
2002	3132	0.0176641
429	3132	0.0176641
2780	3133	0.10092
2762	3133	0.10092
2137	3134	0.130974
2777	3134	0.130974
768	3135	0.0606789
397	3135	0.0606789
1812	3136	0.0132295
142	3136	0.0132295
298	3137	0.0955483
1126	3137	0.0955483
1650	3138	0.0345473
283	3138	0.0345473
3138	3139	0.019339
1151	3139	0.019339
2290	3140	0.0449771
1432	3140	0.0449771
1489	3141	0.0727304
327	3141	0.0727304
3141	3142	0.0588982
526	3142	0.0588982
3142	3143	0.0583239
2334	3143	0.0583239
3143	3144	0.042711
2679	3144	0.042711
667	3145	0.0406366
3140	3145	0.0406366
3145	3146	0.0369499
3144	3146	0.0369499
2497	3147	0.0271883
3146	3147	0.0271883
2504	3148	0.172613
984	3148	0.172613
831	3149	0.0202014
1900	3149	0.0202014
1988	3150	0.0156097
3149	3150	0.0156097
1796	3151	0.0153541
3150	3151	0.0153541
1320	3152	0.0280284
756	3152	0.0280284
3069	3153	0.468406
521	3153	0.468406
1363	3154	0.0251044
971	3154	0.0251044
3154	3155	0.0242484
440	3155	0.0242484
1713	3156	0.0176111
3155	3156	0.0176111
2959	3157	0.109385
2958	3157	0.109385
291	3158	0.0312992
2834	3158	0.0312992
1533	3159	0.0299073
3063	3159	0.0299073
725	3160	0.0297795
3159	3160	0.0297795
1081	3161	0.303048
6	3161	0.303048
2472	3162	0.0418932
2706	3162	0.0418932
3162	3163	0.0189199
1718	3163	0.0189199
1302	3164	0.0145207
193	3164	0.0145207
1828	3165	0.0831047
1382	3165	0.0831047
3165	3166	0.0353899
1260	3166	0.0353899
2143	3167	0.0292844
3166	3167	0.0292844
961	3168	0.102504
751	3168	0.102504
2693	3169	0.0276733
1083	3169	0.0276733
2040	3170	0.0251545
181	3170	0.0251545
2154	3171	0.0188616
3170	3171	0.0188616
2907	3172	0.0186215
3171	3172	0.0186215
3167	3173	0.0174669
3172	3173	0.0174669
1657	3174	0.0169047
3173	3174	0.0169047
3174	3175	0.0147733
3168	3175	0.0147733
1790	3176	0.0122108
3175	3176	0.0122108
3169	3177	0.0119474
3176	3177	0.0119474
939	3178	0.112321
295	3178	0.112321
861	3179	0.0935327
3178	3179	0.0935327
3179	3180	0.0824709
1807	3180	0.0824709
2677	3181	0.0552096
3180	3181	0.0552096
564	3182	0.0518457
3181	3182	0.0518457
3182	3183	0.0489609
1896	3183	0.0489609
3183	3184	0.0465223
89	3184	0.0465223
3184	3185	0.0338227
994	3185	0.0338227
2712	3186	0.0234538
576	3186	0.0234538
1440	3187	0.0516129
2851	3187	0.0516129
