1	"ENSG00000000005"
2	"ENSG00000000938"
3	"ENSG00000000971"
4	"ENSG00000001167"
5	"ENSG00000001461"
6	"ENSG00000001626"
7	"ENSG00000001631"
8	"ENSG00000002330"
9	"ENSG00000002726"
10	"ENSG00000002822"
11	"ENSG00000003137"
12	"ENSG00000003249"
13	"ENSG00000003402"
14	"ENSG00000003436"
15	"ENSG00000003756"
16	"ENSG00000004139"
17	"ENSG00000004478"
18	"ENSG00000004487"
19	"ENSG00000004534"
20	"ENSG00000004776"
21	"ENSG00000004777"
22	"ENSG00000004799"
23	"ENSG00000004809"
24	"ENSG00000004846"
25	"ENSG00000004848"
26	"ENSG00000004939"
27	"ENSG00000004961"
28	"ENSG00000005022"
29	"ENSG00000005059"
30	"ENSG00000005073"
31	"ENSG00000005102"
32	"ENSG00000005108"
33	"ENSG00000005156"
34	"ENSG00000005194"
35	"ENSG00000005243"
36	"ENSG00000005249"
37	"ENSG00000005810"
38	"ENSG00000005844"
39	"ENSG00000005893"
40	"ENSG00000006025"
41	"ENSG00000006071"
42	"ENSG00000006118"
43	"ENSG00000006128"
44	"ENSG00000006282"
45	"ENSG00000006283"
46	"ENSG00000006327"
47	"ENSG00000006377"
48	"ENSG00000006432"
49	"ENSG00000006451"
50	"ENSG00000006453"
51	"ENSG00000006611"
52	"ENSG00000006634"
53	"ENSG00000006652"
54	"ENSG00000006704"
55	"ENSG00000006747"
56	"ENSG00000006788"
57	"ENSG00000006837"
58	"ENSG00000007038"
59	"ENSG00000007062"
60	"ENSG00000007174"
61	"ENSG00000007264"
62	"ENSG00000007314"
63	"ENSG00000007372"
64	"ENSG00000007376"
65	"ENSG00000007392"
66	"ENSG00000007402"
67	"ENSG00000007545"
68	"ENSG00000007908"
69	"ENSG00000007952"
70	"ENSG00000007968"
71	"ENSG00000008083"
72	"ENSG00000008118"
73	"ENSG00000008128"
74	"ENSG00000008196"
75	"ENSG00000008226"
76	"ENSG00000008283"
77	"ENSG00000008300"
78	"ENSG00000008311"
79	"ENSG00000008438"
80	"ENSG00000008517"
81	"ENSG00000008710"
82	"ENSG00000008735"
83	"ENSG00000008853"
84	"ENSG00000009413"
85	"ENSG00000009694"
86	"ENSG00000009724"
87	"ENSG00000009790"
88	"ENSG00000009844"
89	"ENSG00000009950"
90	"ENSG00000009954"
91	"ENSG00000010030"
92	"ENSG00000010072"
93	"ENSG00000010165"
94	"ENSG00000010278"
95	"ENSG00000010292"
96	"ENSG00000010295"
97	"ENSG00000010310"
98	"ENSG00000010318"
99	"ENSG00000010319"
100	"ENSG00000010322"
101	"ENSG00000010327"
102	"ENSG00000010404"
103	"ENSG00000010610"
104	"ENSG00000010671"
105	"ENSG00000011009"
106	"ENSG00000011021"
107	"ENSG00000011201"
108	"ENSG00000011243"
109	"ENSG00000011332"
110	"ENSG00000011347"
111	"ENSG00000011422"
112	"ENSG00000011426"
113	"ENSG00000011465"
114	"ENSG00000011478"
115	"ENSG00000011523"
116	"ENSG00000011590"
117	"ENSG00000011600"
118	"ENSG00000012048"
119	"ENSG00000012124"
120	"ENSG00000012171"
121	"ENSG00000012223"
122	"ENSG00000012660"
123	"ENSG00000012817"
124	"ENSG00000012822"
125	"ENSG00000013275"
126	"ENSG00000013297"
127	"ENSG00000013441"
128	"ENSG00000013588"
129	"ENSG00000013725"
130	"ENSG00000013810"
131	"ENSG00000014216"
132	"ENSG00000014257"
133	"ENSG00000015285"
134	"ENSG00000015475"
135	"ENSG00000015479"
136	"ENSG00000015520"
137	"ENSG00000016082"
138	"ENSG00000016402"
139	"ENSG00000016602"
140	"ENSG00000017260"
141	"ENSG00000017427"
142	"ENSG00000017483"
143	"ENSG00000018280"
144	"ENSG00000018625"
145	"ENSG00000018869"
146	"ENSG00000019102"
147	"ENSG00000019169"
148	"ENSG00000019186"
149	"ENSG00000019582"
150	"ENSG00000019991"
151	"ENSG00000020181"
152	"ENSG00000020256"
153	"ENSG00000020577"
154	"ENSG00000020633"
155	"ENSG00000021300"
156	"ENSG00000021574"
157	"ENSG00000021645"
158	"ENSG00000022267"
159	"ENSG00000022556"
160	"ENSG00000022567"
161	"ENSG00000023445"
162	"ENSG00000023734"
163	"ENSG00000023892"
