"ensembl_gene_id","external_gene_name","description","gene_biotype","degree","betweenness","closeness","eigen_centrality","page_rank","cluster","source"
"ENSG00000000005","TNMD","tenomodulin ","protein_coding",1,0,0.0158730158730159,6.26953944663899e-20,0.000795939921387257,"gold","subnet"
"ENSG00000001631","KRIT1","KRIT1 ankyrin repeat containing ","protein_coding",2,545,0.000125078173858662,2.55529680644637e-05,0.00152989798457734,"tomato","subnet"
"ENSG00000002726","AOC1","amine oxidase copper containing 1 ","protein_coding",1,0,0.000102040816326531,2.56666724848076e-14,0.000651160158575859,"royalblue","subnet"
"ENSG00000002822","MAD1L1","mitotic arrest deficient 1 like 1 ","protein_coding",3,61651.372274765,0.000148875986303409,6.09811722843315e-12,0.00131235847086476,"tomato","subnet"
"ENSG00000002834","LASP1","LIM and SH3 protein 1 ","protein_coding",2,42977.0484652412,0.000152951973080453,2.87465979587408e-09,0.000999403621019983,"tomato","subnet"
"ENSG00000004777","ARHGAP33","Rho GTPase activating protein 33 ","protein_coding",1,0,0.00215982721382289,7.928323737348e-18,0.000854993726494298,"springgreen","subnet"
"ENSG00000005102","MEOX1","mesenchyme homeobox 1 ","protein_coding",5,399,0.00344827586206897,0,0.00250106833787517,"springgreen","subnet"
"ENSG00000009950","MLXIPL","MLX interacting protein like ","protein_coding",1,0,0.000118441312329741,1.15632401339012e-11,0.000608809844974162,"tomato","subnet"
"ENSG00000010438","PRSS3","serine protease 3 ","protein_coding",1,0,0.000136705399863295,1.76999564752798e-08,0.000486250747376183,"tomato","subnet"
"ENSG00000013297","CLDN11","claudin 11 ","protein_coding",8,46.6798598487476,0.000153256704980843,8.80181291171872e-08,0.00183076816158396,"tomato","subnet"
"ENSG00000013583","HEBP1","heme binding protein 1 ","protein_coding",1,0,0.000122850122850123,7.28337863443015e-09,0.000787971166233584,"tomato","subnet"
"ENSG00000015532","XYLT2","xylosyltransferase 2 ","protein_coding",1,0,7.49344323716748e-05,0,0.000584174277535272,"maroon1","subnet"
"ENSG00000018625","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2 ","protein_coding",11,542,0.000111358574610245,1,0.00236185682529528,"mediumseagreen","subnet"
"ENSG00000022267","FHL1","four and a half LIM domains 1 ","protein_coding",4,14199,8.86917960088692e-05,0,0.0020308757809955,"tomato","subnet"
"ENSG00000025423","HSD17B6","hydroxysteroid 17-beta dehydrogenase 6 ","protein_coding",5,545.333333333333,9.12242291552636e-05,2.87742341174004e-14,0.00226692198717095,"orchid","subnet"
"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4 ","protein_coding",7,4,0.037037037037037,0,0.00181703921354812,"yellowgreen","subnet"
"ENSG00000042832","TG","thyroglobulin ","protein_coding",2,1088,0.000123289360128221,1.42482609265724e-09,0.00128744573055582,"tomato","subnet"
"ENSG00000046653","GPM6B","glycoprotein M6B ","protein_coding",1,0,7.48446972531996e-05,3.06563937039037e-17,0.000895076053777755,"royalblue","subnet"
"ENSG00000047457","CP","ceruloplasmin ","protein_coding",2,1629,0.000140213123948402,5.72057950443695e-08,0.00114333981895459,"tomato","subnet"
"ENSG00000048392","RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B ","protein_coding",2,0,0.000134535180949818,7.57531638532527e-09,0.00103872639384841,"tomato","subnet"
"ENSG00000048540","LMO3","LIM domain only 3 ","protein_coding",2,51728,0.000142490738102023,7.36724217174437e-13,0.000947194378429299,"tomato","subnet"
"ENSG00000050438","SLC4A8","solute carrier family 4 member 8 ","protein_coding",1,0,0.0158730158730159,4.52583027287235e-17,0.000717003349325745,"cyan","subnet"
"ENSG00000050767","COL23A1","collagen type XXIII alpha 1 chain ","protein_coding",1,0,0.000128040973111396,5.80212913760421e-09,0.000572477220511367,"tomato","subnet"
"ENSG00000051009","FHIP1B","FHF complex subunit HOOK interacting protein 1B ","protein_coding",1,0,8.57780065191285e-05,8.05786949362564e-16,0.00083432881478447,"tomato","subnet"
"ENSG00000054219","LY75","lymphocyte antigen 75 ","protein_coding",1,0,0.000112612612612613,4.16998889681292e-11,0.000711659196055856,"tomato","subnet"
"ENSG00000054938","CHRDL2","chordin like 2 ","protein_coding",1,0,0.000118008024545669,2.0246605014783e-11,0.000842982362663335,"tomato","subnet"
"ENSG00000055955","ITIH4","inter-alpha-trypsin inhibitor heavy chain 4 ","protein_coding",6,8796.22619047621,0.00011997600479904,3.50738447864574e-10,0.00346684108642982,"tomato","subnet"
"ENSG00000055957","ITIH1","inter-alpha-trypsin inhibitor heavy chain 1 ","protein_coding",2,0,0.000128633907898122,1.17022806611003e-08,0.00120774740705575,"tomato","subnet"
"ENSG00000056998","GYG2","glycogenin 2 ","protein_coding",5,3246,0.000129315918789603,3.86025084236243e-09,0.00252426129675275,"tomato","subnet"
"ENSG00000057593","F7","coagulation factor VII ","protein_coding",9,1359,0.000148323939483833,3.05561018048744e-07,0.00268823418171736,"tomato","subnet"
"ENSG00000060718","COL11A1","collagen type XI alpha 1 chain ","protein_coding",3,272,9.24129008409574e-05,6.1541224822236e-16,0.00168103632073462,"tomato","subnet"
"ENSG00000061656","SPAG4","sperm associated antigen 4 ","protein_coding",2,39,0.0172413793103448,0,0.00147018541189203,"gold","subnet"
"ENSG00000064195","DLX3","distal-less homeobox 3 ","protein_coding",2,0,0.000119545726240287,4.47683146590033e-15,0.000876183700878026,"tomato","subnet"
