"ensembl_gene_id","external_gene_name","description","gene_biotype","degree","betweenness","closeness","eigen_centrality","page_rank","cluster","source"
"ENSG00000000005","TNMD","tenomodulin ","protein_coding",1,0,5.94353640416048e-05,3.0118429787865e-06,0.000105584703565231,"gold","subnet"
"ENSG00000000971","CFH","complement factor H ","protein_coding",40,6065.76517255678,9.43574259294206e-05,0.0105340387580958,0.000562724726069813,"white","STRING"
"ENSG00000001036","FUCA2","alpha-L-fucosidase 2 ","protein_coding",2,1240.58277208082,7.79544745868413e-05,0.000395333871340829,9.88070539867942e-05,"white","STRING"
"ENSG00000001626","CFTR","CF transmembrane conductance regulator ","protein_coding",48,27926.7533275741,0.000111457868925546,0.139253636651213,0.000639368558027073,"white","STRING"
"ENSG00000001631","KRIT1","KRIT1 ankyrin repeat containing ","protein_coding",14,3834.2190043068,9.21743939533598e-05,0.0118540670783691,0.000300670412819061,"tomato","subnet"
"ENSG00000002586","CD99","CD99 molecule (Xg blood group) ","protein_coding",5,570.028054403815,8.08080808080808e-05,0.00103032774054152,0.000150804112567799,"white","STRING"
"ENSG00000002726","AOC1","amine oxidase copper containing 1 ","protein_coding",5,6740.37434849116,7.26269155348972e-05,0.000349771791610271,0.000285955148330601,"royalblue","subnet"
"ENSG00000002822","MAD1L1","mitotic arrest deficient 1 like 1 ","protein_coding",20,1873.37225858314,9.1082976591675e-05,0.023215713184288,0.00030237916522795,"tomato","subnet"
"ENSG00000002834","LASP1","LIM and SH3 protein 1 ","protein_coding",11,4988.60313333288,8.74202290410001e-05,0.00601374515696097,0.000281070404543061,"tomato","subnet"
"ENSG00000003402","CFLAR","CASP8 and FADD like apoptosis regulator ","protein_coding",22,4601.3294596791,0.000100462125778581,0.0918148159652755,0.000297658681484805,"white","STRING"
"ENSG00000003436","TFPI","tissue factor pathway inhibitor ","protein_coding",11,1736.75562582707,9.0203860725239e-05,0.00748406112025588,0.00021506885829031,"white","STRING"
"ENSG00000004776","HSPB6","heat shock protein family B (small) member 6 ","protein_coding",9,1070.3082084923,9.48136910969944e-05,0.0187926288179262,0.000144319156665981,"white","STRING"
"ENSG00000004777","ARHGAP33","Rho GTPase activating protein 33 ","protein_coding",2,153.402555676093,7.4643576920206e-05,0.000315032002532561,9.02282048400002e-05,"springgreen","subnet"
"ENSG00000004939","SLC4A1","solute carrier family 4 member 1 (Diego blood group) ","protein_coding",5,760.579447874426,8.86446237035724e-05,0.00437318396928533,0.000124149211093243,"white","STRING"
"ENSG00000004975","DVL2","dishevelled segment polarity protein 2 ","protein_coding",39,6386.38161568457,0.00010515247108307,0.073828780356164,0.000494303186623685,"white","STRING"
"ENSG00000005073","HOXA11","homeobox A11 ","protein_coding",3,16.7682134763356,7.89827027880894e-05,0.00312304303729037,8.53232263826062e-05,"white","STRING"
"ENSG00000005102","MEOX1","mesenchyme homeobox 1 ","protein_coding",7,3584.9183360781,7.19114051488566e-05,0.000483312428315046,0.000275899626386806,"springgreen","subnet"
"ENSG00000005339","CREBBP","CREB binding protein ","protein_coding",151,53286.0538880097,0.000117082308863131,0.518170659596148,0.00168715934114499,"white","STRING"
"ENSG00000005379","TSPOAP1","TSPO associated protein 1 ","protein_coding",12,681.501629799045,8.68734254191643e-05,0.00494790799607426,0.000214743400342084,"white","STRING"
"ENSG00000005381","MPO","myeloperoxidase ","protein_coding",25,6701.58083051834,9.55474871010892e-05,0.0436736344406446,0.000400033771398127,"white","STRING"
